scientificName,canonicalName,authorship,family
"Pseudomys pilligaensis Fox & Briscoe, 1980",Pseudomys pilligaensis,"Fox & Briscoe, 1980",Muridae
"Pseudomys shortridgei (Thomas, 1907)",Pseudomys shortridgei,"(Thomas, 1907) ",Muridae
"Pseudomys vandycki Godthelp, 1989",Pseudomys vandycki,"Godthelp, 1989",Muridae
"Qaidamomys fortelii Li & Wang, 2014",Qaidamomys fortelii,"Li & Wang, 2014",Muridae
"Rattus adustus Sody, 1940",Rattus adustus,"Sody, 1940",Muridae
"Rattus andamanensis (Blyth, 1860)",Rattus andamanensis,"(Blyth, 1860) ",Muridae
"Rattus annandalei (Bonhote, 1903)",Rattus annandalei,"(Bonhote, 1903) ",Muridae
"Rattus arfakiensis Rümmler, 1935",Rattus arfakiensis,"Rümmler, 1935",Muridae
"Rattus argentiventer (Robinson & Kloss, 1916)",Rattus argentiventer,"(Robinson & Kloss, 1916) ",Muridae
"Rattus arrogans (Thomas, 1922)",Rattus arrogans,"(Thomas, 1922) ",Muridae
Rattus assimilis,Rattus assimilis,,Muridae
"Rattus baluensis (Thomas, 1894)",Rattus baluensis,"(Thomas, 1894) ",Muridae
"Rattus blangorum Miller, 1942",Rattus blangorum,"Miller, 1942",Muridae
"Rattus bontanus Thomas, 1921",Rattus bontanus,"Thomas, 1921",Muridae
Rattus browni,Rattus browni,,Muridae
"Rattus burrus (Miller, 1902)",Rattus burrus,"(Miller, 1902) ",Muridae
"Rattus ceramicus Thomas, 1920",Rattus ceramicus,"Thomas, 1920",Muridae
"Rattus colletti (Thomas, 1904)",Rattus colletti,"(Thomas, 1904) ",Muridae
"Rattus detentus Timm, Weijola, Aplin, Flannery & Pine, 2016",Rattus detentus,"Timm, Weijola, Aplin, Flannery & Pine, 2016",Muridae
"Rattus doboensis (Beaufort, 1911)",Rattus doboensis,"(Beaufort, 1911) ",Muridae
"Rattus elaphinus Sody, 1941",Rattus elaphinus,"Sody, 1941",Muridae
"Rattus elephinus Sody, 1941",Rattus elephinus,"Sody, 1941",Muridae
"Rattus enganus (Miller, 1906)",Rattus enganus,"(Miller, 1906) ",Muridae
"Rattus everetti (Günther, 1879)",Rattus everetti,"(Günther, 1879) ",Muridae
"Rattus exulans (Peale, 1848)",Rattus exulans,"(Peale, 1848) ",Muridae
"Rattus feliceus Thomas, 1920",Rattus feliceus,"Thomas, 1920",Muridae
"Rattus fuscipes (Waterhouse, 1839)",Rattus fuscipes,"(Waterhouse, 1839) ",Muridae
Rattus gestri,Rattus gestri,,Muridae
"Rattus giluwensis Hill, 1960",Rattus giluwensis,"Hill, 1960",Muridae
"Rattus hainaldi Kitchener, How & Maharadatunkamsi, 1991",Rattus hainaldi,"Kitchener, How & Maharadatunkamsi, 1991",Muridae
"Rattus hoffmanni (Matschie, 1901)",Rattus hoffmanni,"(Matschie, 1901) ",Muridae
"Rattus hoogerwerfi Chasen, 1939",Rattus hoogerwerfi,"Chasen, 1939",Muridae
"Rattus jobiensis Rümmler, 1935",Rattus jobiensis,"Rümmler, 1935",Muridae
"Rattus koopmani Musser & Holden, 1991",Rattus koopmani,"Musser & Holden, 1991",Muridae
"Rattus korinchi (Robinson & Kloss, 1916)",Rattus korinchi,"(Robinson & Kloss, 1916) ",Muridae
"Rattus leucopus (Gray, 1867)",Rattus leucopus,"(Gray, 1867) ",Muridae
"Rattus losea (Swinhoe, 1871)",Rattus losea,"(Swinhoe, 1871) ",Muridae
"Rattus lugens (Miller, 1903)",Rattus lugens,"(Miller, 1903) ",Muridae
"Rattus lutreolus (J.E.Gray, 1841)",Rattus lutreolus,"(J.E.Gray, 1841) ",Muridae
"Rattus macleari (Thomas, 1887)",Rattus macleari,"(Thomas, 1887) ",Muridae
"Rattus marmosurus Thomas, 1921",Rattus marmosurus,"Thomas, 1921",Muridae
"Rattus mindorensis (Thomas, 1898)",Rattus mindorensis,"(Thomas, 1898) ",Muridae
"Rattus mollicomulus Tate & Archbold, 1935",Rattus mollicomulus,"Tate & Archbold, 1935",Muridae
"Rattus montanus Phillips, 1932",Rattus montanus,"Phillips, 1932",Muridae
"Rattus mordax (Thomas, 1904)",Rattus mordax,"(Thomas, 1904) ",Muridae
"Rattus morotaiensis Kellogg, 1945",Rattus morotaiensis,"Kellogg, 1945",Muridae
"Rattus nativitatis (Thomas, 1889)",Rattus nativitatis,"(Thomas, 1889) ",Muridae
"Rattus nativitatus (Thomas, 1889)",Rattus nativitatus,"(Thomas, 1889) ",Muridae
"Rattus nikenii Maryanto, Sinaga, Achmadi & Maharadatunkamsi, 2010",Rattus nikenii,"Maryanto, Sinaga, Achmadi & Maharadatunkamsi, 2010",Muridae
"Rattus niobe (Thomas, 1906)",Rattus niobe,"(Thomas, 1906) ",Muridae
"Rattus nitidus (Hodgson, 1845)",Rattus nitidus,"(Hodgson, 1845) ",Muridae
"Rattus norvegicus (Berkenhout, 1769)",Rattus norvegicus,"(Berkenhout, 1769) ",Muridae
"Rattus norvegiens (Berkenhout, 1769)",Rattus norvegiens,"(Berkenhout, 1769) ",Muridae
"Rattus novaeguineae Taylor & Calaby, 1982",Rattus novaeguineae,"Taylor & Calaby, 1982",Muridae
"Rattus omichlodes (Misonne, 1979)",Rattus omichlodes,"(Misonne, 1979) ",Muridae
"Rattus osgoodi Musser & Newcomb, 1985",Rattus osgoodi,"Musser & Newcomb, 1985",Muridae
"Rattus palmarum (Zelebor, 1869)",Rattus palmarum,"(Zelebor, 1869) ",Muridae
"Rattus pelurus Sody, 1941",Rattus pelurus,"Sody, 1941",Muridae
"Rattus pococki (Ellerman, 1941)",Rattus pococki,"(Ellerman, 1941) ",Muridae
"Rattus praetor (Thomas, 1888)",Rattus praetor,"(Thomas, 1888) ",Muridae
"Rattus pyctoris (Hodgson, 1845)",Rattus pyctoris,"(Hodgson, 1845) ",Muridae
"Rattus ranjiniae Agrawal & Ghosal, 1969",Rattus ranjiniae,"Agrawal & Ghosal, 1969",Muridae
"Rattus rattus (Linnaeus, 1758)",Rattus rattus,"(Linnaeus, 1758) ",Muridae
"Rattus rennelli Troughton, 1945",Rattus rennelli,"Troughton, 1945",Muridae
"Rattus richardsoni (Tate, 1949)",Rattus richardsoni,"(Tate, 1949) ",Muridae
Rattus ringens,Rattus ringens,,Muridae
"Rattus salocco Tate & Archbold, 1935",Rattus salocco,"Tate & Archbold, 1935",Muridae
"Rattus sanila Flannery & White, 1991",Rattus sanila,"Flannery & White, 1991",Muridae
"Rattus satarae Hinton, 1918",Rattus satarae,"Hinton, 1918",Muridae
"Rattus simalurensis (Miller, 1903)",Rattus simalurensis,"(Miller, 1903) ",Muridae
"Rattus sordidus (Gould, 1858)",Rattus sordidus,"(Gould, 1858) ",Muridae
"Rattus steini Rümmler, 1935",Rattus steini,"Rümmler, 1935",Muridae
"Rattus stoicus (Miller, 1902)",Rattus stoicus,"(Miller, 1902) ",Muridae
"Rattus tanezumi (Temminck, 1845)",Rattus tanezumi,"(Temminck, 1845) ",Muridae
"Rattus tawitawiensis Musser & Heaney, 1985",Rattus tawitawiensis,"Musser & Heaney, 1985",Muridae
"Rattus timorensis Kitchener, Aplin & Boeadi, 1991",Rattus timorensis,"Kitchener, Aplin & Boeadi, 1991",Muridae
"Rattus tiomanicus (Miller, 1900)",Rattus tiomanicus,"(Miller, 1900) ",Muridae
"Rattus tunneyi (Thomas, 1904)",Rattus tunneyi,"(Thomas, 1904) ",Muridae
"Rattus vandeuseni (Taylor & Calaby, 1982)",Rattus vandeuseni,"(Taylor & Calaby, 1982) ",Muridae
"Rattus verecundus (Thomas, 1904)",Rattus verecundus,"(Thomas, 1904) ",Muridae
"Rattus villosissimus (Waite, 1898)",Rattus villosissimus,"(Waite, 1898) ",Muridae
"Rattus xanthurus (Gray, 1867)",Rattus xanthurus,"(Gray, 1867) ",Muridae
"Repomys arizonensis Tomida, 1987",Repomys arizonensis,"Tomida, 1987",Muridae
"Repomys gustelyi May, 1981",Repomys gustelyi,"May, 1981",Muridae
"Repomys maxumi May, 1981",Repomys maxumi,"May, 1981",Muridae
"Repomys panacaensis May, 1981",Repomys panacaensis,"May, 1981",Muridae
"Rhabdomys dilectus (de Winton, 1897)",Rhabdomys dilectus,"(de Winton, 1897) ",Muridae
"Rhabdomys pumalio (Sparrman, 1784)",Rhabdomys pumalio,"(Sparrman, 1784) ",Muridae
"Rhabdomys pumilio (Sparrman, 1784)",Rhabdomys pumilio,"(Sparrman, 1784) ",Muridae
"Rhagamys orthodon (Hensel, 1856)",Rhagamys orthodon,"(Hensel, 1856) ",Muridae
"Rhagapodemus vandeweerdi de Bruijn & van der Meulen, 1975",Rhagapodemus vandeweerdi,"de Bruijn & van der Meulen, 1975",Muridae
"Rhombomys opimus (Lichtenstein, 1823)",Rhombomys opimus,"(Lichtenstein, 1823) ",Muridae
"Rhynchomys banahao Balete, Rickart, Rosell-Ambal, Jansa & Heaney, 2007",Rhynchomys banahao,"Balete, Rickart, Rosell-Ambal, Jansa & Heaney, 2007",Muridae
"Rhynchomys isarogensis Musser & Freeman, 1981",Rhynchomys isarogensis,"Musser & Freeman, 1981",Muridae
"Rhynchomys labo Rickart, Balete, Timm, Alviola, Esselstyn & Heaney, 2019",Rhynchomys labo,"Rickart, Balete, Timm, Alviola, Esselstyn & Heaney, 2019",Muridae
"Rhynchomys mingan Rickart, Balete, Timm, Alviola, Esselstyn & Heaney, 2019",Rhynchomys mingan,"Rickart, Balete, Timm, Alviola, Esselstyn & Heaney, 2019",Muridae
"Rhynchomys soricoides Thomas, 1895",Rhynchomys soricoides,"Thomas, 1895",Muridae
"Rhynchomys tapulao Balete, Rickart, Rosell-Ambal, Jansa & Heaney, 2007",Rhynchomys tapulao,"Balete, Rickart, Rosell-Ambal, Jansa & Heaney, 2007",Muridae
"Cricetodon montisrotundi (Schaub, 1944)",Cricetodon montisrotundi,"(Schaub, 1944) ",Muridae
"Rotundomys bressanus Mein, 1975",Rotundomys bressanus,"Mein, 1975",Muridae
"Rotundomys freiriensis Antunes & Mein, 1979",Rotundomys freiriensis,"Antunes & Mein, 1979",Muridae
"Rotundomys intimus López-Antoñanzas, Peláez-Campomanes & _lvarez-Sierra, 2014",Rotundomys intimus,"López-Antoñanzas, Peláez-Campomanes & _lvarez-Sierra, 2014",Muridae
"Rotundomys mundi Calvo et al., 1979",Rotundomys mundi,"Calvo et al., 1979",Muridae
"Ruscinomys africanus Geraads, 1998",Ruscinomys africanus,"Geraads, 1998",Muridae
"Ruscinomys europaeus Depéret, 1890",Ruscinomys europaeus,"Depéret, 1890",Muridae
"Ruscinomys lasallei Adrover, 1969",Ruscinomys lasallei,"Adrover, 1969",Muridae
"Ruscinomys thaleri (Hartenberger, 1965)",Ruscinomys thaleri,"(Hartenberger, 1965) ",Muridae
"Saxatilomys paulinae Musser, Smith, Robinson & Lunde, 2005",Saxatilomys paulinae,"Musser, Smith, Robinson & Lunde, 2005",Muridae
"Eumys exiguus (Wood, 1937)",Eumys exiguus,"(Wood, 1937) ",Muridae
"Scottimus ambiguus Korth, 1981",Scottimus ambiguus,"Korth, 1981",Muridae
"Scottimus kellamorum Black, 1961",Scottimus kellamorum,"Black, 1961",Muridae
"Scottimus longiquus Korth, 1981",Scottimus longiquus,"Korth, 1981",Muridae
"Scottimus lophatus Wood, 1937",Scottimus lophatus,"Wood, 1937",Muridae
"Sekeetamys calurus (Thomas, 1892)",Sekeetamys calurus,"(Thomas, 1892) ",Muridae
"Selenomys mimicus Matthew & Granger, 1923",Selenomys mimicus,"Matthew & Granger, 1923",Muridae
"Sinocricetus progressus Qiu & Storch, 2000",Sinocricetus progressus,"Qiu & Storch, 2000",Muridae
"Sinocricetus zdanskyi Schaub, 1930",Sinocricetus zdanskyi,"Schaub, 1930",Muridae
"Solomys ponceleti (Troughton, 1935)",Solomys ponceleti,"(Troughton, 1935) ",Muridae
"Solomys salamonis (Ramsay, 1883)",Solomys salamonis,"(Ramsay, 1883) ",Muridae
"Solomys salebrosus Troughton, 1936",Solomys salebrosus,"Troughton, 1936",Muridae
"Solomys sapientis (Thomas, 1902)",Solomys sapientis,"(Thomas, 1902) ",Muridae
"Solomys spriggsarum Flannery & Wickler, 1990",Solomys spriggsarum,"Flannery & Wickler, 1990",Muridae
"Sommeromys macrorhinos Musser & Durden, 2002",Sommeromys macrorhinos,"Musser & Durden, 2002",Muridae
"Soricomys kalinga (Balete, Rickart & Heaney, 2006)",Soricomys kalinga,"(Balete, Rickart & Heaney, 2006) ",Muridae
"Soricomys leonardocoi Balete, Rickart, Heaney, Alviola, M.V.Duya, M.R.M.Duya, Sosa & Jansa, 2012",Soricomys leonardocoi,"Balete, Rickart, Heaney, Alviola, M.V.Duya, M.R.M.Duya, Sosa & Jansa, 2012",Muridae
"Soricomys montanus Balete, Rickart, Heaney, Alviola, M.V.Duya, M.R.M.Duya, Sosa & Jansa, 2012",Soricomys montanus,"Balete, Rickart, Heaney, Alviola, M.V.Duya, M.R.M.Duya, Sosa & Jansa, 2012",Muridae
"Soricomys musseri (Rickart, Heaney, Tabaranza Jr. & Balete, 1998)",Soricomys musseri,"(Rickart, Heaney, Tabaranza Jr. & Balete, 1998) ",Muridae
"Spanocricetodon janvieri Mein & Ginsburg, 1997",Spanocricetodon janvieri,"Mein & Ginsburg, 1997",Muridae
"Spanocricetodon ningensis Li, 1977",Spanocricetodon ningensis,"Li, 1977",Muridae
"Spanocricetodon sinuosus (Theocharopoulos, 2000)",Spanocricetodon sinuosus,"(Theocharopoulos, 2000) ",Muridae
"Spelaeomys florensis Hooijer, 1957",Spelaeomys florensis,"Hooijer, 1957",Muridae
"Srilankamys ohiensis (Phillips, 1929)",Srilankamys ohiensis,"(Phillips, 1929) ",Muridae
"Stenocephalemys albipes (Rüppell, 1842)",Stenocephalemys albipes,"(Rüppell, 1842) ",Muridae
"Stenocephalemys albocaudata Frick, 1914",Stenocephalemys albocaudata,"Frick, 1914",Muridae
"Stenocephalemys griseicauda F.Petter, 1972",Stenocephalemys griseicauda,"F.Petter, 1972",Muridae
"Stenocephalemys ruppi (Van der Straeten & Dieterlen, 1983)",Stenocephalemys ruppi,"(Van der Straeten & Dieterlen, 1983) ",Muridae
"Stephanomys ramblensis van de Weerd, 1976",Stephanomys ramblensis,"van de Weerd, 1976",Muridae
"Stephanomys stadii Mein & Michaux, 1979",Stephanomys stadii,"Mein & Michaux, 1979",Muridae
"Stochomys longicaudatus (Tullberg, 1893)",Stochomys longicaudatus,"(Tullberg, 1893) ",Muridae
"Sundamys infraluteus (Thomas, 1888)",Sundamys infraluteus,"(Thomas, 1888) ",Muridae
"Sundamys maxi (Sody, 1932)",Sundamys maxi,"(Sody, 1932) ",Muridae
"Sundamys muelleri (Jentink, 1879)",Sundamys muelleri,"(Jentink, 1879) ",Muridae
"Peromyscus beckensis (Dalquest, 1978)",Peromyscus beckensis,"(Dalquest, 1978) ",Muridae
"Symmetrodontomys daamsi Martin et al., 2002",Symmetrodontomys daamsi,"Martin et al., 2002",Muridae
"Symmetrodontomys simplicidens Hibbard, 1941",Symmetrodontomys simplicidens,"Hibbard, 1941",Muridae
"Aralomys glikmani (Vorontzov, 1963)",Aralomys glikmani,"(Vorontzov, 1963) ",Muridae
"Tachyoryctoides bayarmae Daxner-Höck, Badamgarav & Maridet, 2015",Tachyoryctoides bayarmae,"Daxner-Höck, Badamgarav & Maridet, 2015",Muridae
"Tachyoryctoides engesseri Wang & Qiu, 2012",Tachyoryctoides engesseri,"Wang & Qiu, 2012",Muridae
"Tachyoryctoides intermedius Bohlin, 1937",Tachyoryctoides intermedius,"Bohlin, 1937",Muridae
"Tachyoryctoides obrutschewi Bohlin, 1937",Tachyoryctoides obrutschewi,"Bohlin, 1937",Muridae
"Tachyoryctoides pachygnatus Bohlin, 1937",Tachyoryctoides pachygnatus,"Bohlin, 1937",Muridae
"Tachyoryctoides padre Tyutkova, 2000",Tachyoryctoides padre,"Tyutkova, 2000",Muridae
"Tachyoryctoides radnai Daxner-Höck, Badamgarav & Maridet, 2015",Tachyoryctoides radnai,"Daxner-Höck, Badamgarav & Maridet, 2015",Muridae
"Tachyoryctoides tatalgolicus Dashzeveg, 1971",Tachyoryctoides tatalgolicus,"Dashzeveg, 1971",Muridae
"Taeromys arcuatus (Tate & Archbold, 1935)",Taeromys arcuatus,"(Tate & Archbold, 1935) ",Muridae
"Taeromys callitrichus (Jentink, 1879)",Taeromys callitrichus,"(Jentink, 1879) ",Muridae
"Taeromys celebensis (Gray, 1867)",Taeromys celebensis,"(Gray, 1867) ",Muridae
"Taeromys hamatus (Miller & Hollister, 1921)",Taeromys hamatus,"(Miller & Hollister, 1921) ",Muridae
"Taeromys microbullatus (Tate & Archbold, 1935)",Taeromys microbullatus,"(Tate & Archbold, 1935) ",Muridae
"Taeromys punicans (Miller & Hollister, 1921)",Taeromys punicans,"(Miller & Hollister, 1921) ",Muridae
"Taeromys taerae (Sody, 1932)",Taeromys taerae,"(Sody, 1932) ",Muridae
"Tarsomys apoensis Mearns, 1905",Tarsomys apoensis,"Mearns, 1905",Muridae
"Tarsomys echinatus Musser & Heaney, 1992",Tarsomys echinatus,"Musser & Heaney, 1992",Muridae
"Tateomys macrocercus Musser, 1982",Tateomys macrocercus,"Musser, 1982",Muridae
"Tateomys rhinogradoides Musser, 1969",Tateomys rhinogradoides,"Musser, 1969",Muridae
"Tatera indica (Hardwicke, 1807)",Tatera indica,"(Hardwicke, 1807) ",Muridae
"Taterillus arenarius Robbins, 1974",Taterillus arenarius,"Robbins, 1974",Muridae
"Taterillus congicus Thomas, 1915",Taterillus congicus,"Thomas, 1915",Muridae
"Taterillus emina (Thomas, 1892)",Taterillus emina,"(Thomas, 1892) ",Muridae
"Taterillus emini (Thomas, 1892)",Taterillus emini,"(Thomas, 1892) ",Muridae
"Taterillus gracilis (Thomas, 1892)",Taterillus gracilis,"(Thomas, 1892) ",Muridae
"Taterillus gyas Thomas, 1918",Taterillus gyas,"Thomas, 1918",Muridae
"Taterillus harringtoni (Thomas, 1906)",Taterillus harringtoni,"(Thomas, 1906) ",Muridae
"Taterillus lacustris (Thomas & Wroughton, 1907)",Taterillus lacustris,"(Thomas & Wroughton, 1907) ",Muridae
"Taterillus petteri Sicard, Tranier & Gautun, 1988",Taterillus petteri,"Sicard, Tranier & Gautun, 1988",Muridae
"Taterillus pygargus (F.Cuvier, 1838)",Taterillus pygargus,"(F.Cuvier, 1838) ",Muridae
"Taterillus tranieri Dobigny, Granjon, Aniskin, Ba & Volobouev, 2003",Taterillus tranieri,"Dobigny, Granjon, Aniskin, Ba & Volobouev, 2003",Muridae
"Taterillus zammaranoi De Beaux, 1922",Taterillus zammaranoi,"De Beaux, 1922",Muridae
"Thallomys loringi (Heller, 1909)",Thallomys loringi,"(Heller, 1909) ",Muridae
"Thallomys nigricauda (Thomas, 1882)",Thallomys nigricauda,"(Thomas, 1882) ",Muridae
"Thallomys paedulcus (Sundevall, 1846)",Thallomys paedulcus,"(Sundevall, 1846) ",Muridae
"Thallomys shortridgei Thomas & Hinton, 1923",Thallomys shortridgei,"Thomas & Hinton, 1923",Muridae
"Thamnomys kempi Dollman, 1911",Thamnomys kempi,"Dollman, 1911",Muridae
"Thamnomys major Hatt, 1934",Thamnomys major,"Hatt, 1934",Muridae
"Thamnomys schoutedeni Hatt, 1934",Thamnomys schoutedeni,"Hatt, 1934",Muridae
"Thamnomys venustus Thomas, 1907",Thamnomys venustus,"Thomas, 1907",Muridae
"Tokudaia muenninki (Johnson, 1946)",Tokudaia muenninki,"(Johnson, 1946) ",Muridae
"Tokudaia osimensis (Abe, 1933)",Tokudaia osimensis,"(Abe, 1933) ",Muridae
"Tokudaia tokunoshimensis Endo & Tsuchiya, 2006",Tokudaia tokunoshimensis,"Endo & Tsuchiya, 2006",Muridae
"Tokudaia tokunoshimensis Kuroda, 1943",Tokudaia tokunoshimensis,"Kuroda, 1943",Muridae
"Tonkinomys daovantieni Musser, Lunde & Nguyen Truong Son, 2006",Tonkinomys daovantieni,"Musser, Lunde & Nguyen Truong Son, 2006",Muridae
"Trakymys saratji Unay-Bayraktar, 1989",Trakymys saratji,"Unay-Bayraktar, 1989",Muridae
"Trilophomys canterranensis Michaux, 1976",Trilophomys canterranensis,"Michaux, 1976",Muridae
"Trilophomys depereti Fejfar, 1961",Trilophomys depereti,"Fejfar, 1961",Muridae
"Trilophomys pyrenaicus Depéret, 1890",Trilophomys pyrenaicus,"Depéret, 1890",Muridae
"Trilophomys schaubi Fejfar, 1961",Trilophomys schaubi,"Fejfar, 1961",Muridae
"Tryphomys adustus Miller, 1910",Tryphomys adustus,"Miller, 1910",Muridae
"Uranomys ruddi Dollman, 1909",Uranomys ruddi,"Dollman, 1909",Muridae
"Uromys anak Thomas, 1907",Uromys anak,"Thomas, 1907",Muridae
"Uromys aplini Cramb, Hocknull & Price, 2020",Uromys aplini,"Cramb, Hocknull & Price, 2020",Muridae
"Uromys boeadii Groves & Flannery, 1994",Uromys boeadii,"Groves & Flannery, 1994",Muridae
"Uromys caudimaculatus (Krefft, 1867)",Uromys caudimaculatus,"(Krefft, 1867) ",Muridae
"Uromys emmae Groves & Flannery, 1994",Uromys emmae,"Groves & Flannery, 1994",Muridae
"Uromys hadrourus (Winter, 1984)",Uromys hadrourus,"(Winter, 1984) ",Muridae
"Uromys imperator (Thomas, 1888)",Uromys imperator,"(Thomas, 1888) ",Muridae
"Uromys neobritannicus Tate & Archbold, 1935",Uromys neobritannicus,"Tate & Archbold, 1935",Muridae
"Uromys porculus Thomas, 1904",Uromys porculus,"Thomas, 1904",Muridae
"Uromys rex (Thomas, 1888)",Uromys rex,"(Thomas, 1888) ",Muridae
"Uromys siebersi Thomas, 1923",Uromys siebersi,"Thomas, 1923",Muridae
"Uromys vika Lavery & Judge, 2017",Uromys vika,"Lavery & Judge, 2017",Muridae
"Vandeleuria nilagirica (Jerdon, 1867)",Vandeleuria nilagirica,"(Jerdon, 1867) ",Muridae
"Vandeleuria nolthenii Phillips, 1929",Vandeleuria nolthenii,"Phillips, 1929",Muridae
"Vandeleuria oleracea (Bennett, 1832)",Vandeleuria oleracea,"(Bennett, 1832) ",Muridae
"Vernaya fulva (G.M.Allen, 1927)",Vernaya fulva,"(G.M.Allen, 1927) ",Muridae
"Vetusspalax progressus de Bruijn et al., 2013",Vetusspalax progressus,"de Bruijn et al., 2013",Muridae
"Villanyia exilis Kretzoi, 1956",Villanyia exilis,"Kretzoi, 1956",Muridae
"Waiomys mamasae Rowe, Achmadi & Esselstyn, 2014",Waiomys mamasae,"Rowe, Achmadi & Esselstyn, 2014",Muridae
"Eumys planidens (Wilson, 1949)",Eumys planidens,"(Wilson, 1949) ",Muridae
"Wilsoneumys focarius Korth, 2019",Wilsoneumys focarius,"Korth, 2019",Muridae
"Xenuromys barbatus (Milne-Edwards, 1900)",Xenuromys barbatus,"(Milne-Edwards, 1900) ",Muridae
"Xeromys myoides Thomas, 1889",Xeromys myoides,"Thomas, 1889",Muridae
"Yatkolamys edwardsi Martin & Corner, 1980",Yatkolamys edwardsi,"Martin & Corner, 1980",Muridae
"Yunomys wui Qiu & Storch, 1990",Yunomys wui,"Qiu & Storch, 1990",Muridae
"Zelotomys hildegardeae (Thomas, 1902)",Zelotomys hildegardeae,"(Thomas, 1902) ",Muridae
"Zelotomys woosnami (Schwann, 1906)",Zelotomys woosnami,"(Schwann, 1906) ",Muridae
"Zyzomys argurus (Thomas, 1889)",Zyzomys argurus,"(Thomas, 1889) ",Muridae
"Zyzomys maini Kitchener, 1989",Zyzomys maini,"Kitchener, 1989",Muridae
"Zyzomys palatalis Kitchener, 1989",Zyzomys palatalis,"Kitchener, 1989",Muridae
"Zyzomys palatilis Kitchener, 1989",Zyzomys palatilis,"Kitchener, 1989",Muridae
"Zyzomys pedunculatus (Waite, 1896)",Zyzomys pedunculatus,"(Waite, 1896) ",Muridae
"Zyzomys woodwardi (Thomas, 1909)",Zyzomys woodwardi,"(Thomas, 1909) ",Muridae
"Aeretes melanoplerus (Milne-Edwards, 1867)",Aeretes melanoplerus,"(Milne-Edwards, 1867) ",Sciuridae
"Aeretes melanopterus (Milne-Edwards, 1867)",Aeretes melanopterus,"(Milne-Edwards, 1867) ",Sciuridae
"Aeromys tephromelas (Günther, 1873)",Aeromys tephromelas,"(Günther, 1873) ",Sciuridae
"Aeromys thomasi (Hose, 1900)",Aeromys thomasi,"(Hose, 1900) ",Sciuridae
"Albanensia grimmi Black, 1966",Albanensia grimmi,"Black, 1966",Sciuridae
"Albanensia sansaniensis Lartet, 1851",Albanensia sansaniensis,"Lartet, 1851",Sciuridae
"Sciuropterus albanensis (Major, 1893)",Sciuropterus albanensis,"(Major, 1893) ",Sciuridae
"Aliveria brinkerinki de Bruijn et al., 1980",Aliveria brinkerinki,"de Bruijn et al., 1980",Sciuridae
"Aliveria luteyni de Bruijn et al., 1980",Aliveria luteyni,"de Bruijn et al., 1980",Sciuridae
"Ammospermophilus fossilis James, 1963",Ammospermophilus fossilis,"James, 1963",Sciuridae
"Ammospermophilus hanfordi Gustafson, 1978",Ammospermophilus hanfordi,"Gustafson, 1978",Sciuridae
"Ammospermophilus harrisii (Audubon & Bachman, 1854)",Ammospermophilus harrisii,"(Audubon & Bachman, 1854) ",Sciuridae
"Ammospermophilus insularis Nelson & Goldman, 1909",Ammospermophilus insularis,"Nelson & Goldman, 1909",Sciuridae
"Ammospermophilus interpres (Merriam, 1890)",Ammospermophilus interpres,"(Merriam, 1890) ",Sciuridae
"Ammospermophilus jeffriesi Miller, 1980",Ammospermophilus jeffriesi,"Miller, 1980",Sciuridae
"Ammospermophilus leucurus (Merriam, 1889)",Ammospermophilus leucurus,"(Merriam, 1889) ",Sciuridae
"Ammospermophilus nelsoni (Merriam, 1893)",Ammospermophilus nelsoni,"(Merriam, 1893) ",Sciuridae
"Citellus junturensis (Shotwell & Russell, 1963)",Citellus junturensis,"(Shotwell & Russell, 1963) ",Sciuridae
"Arctomyoides oregonensis (Downs, 1956)",Arctomyoides oregonensis,"(Downs, 1956) ",Sciuridae
"Sciurus arctomyoides (Douglass, 1903)",Sciurus arctomyoides,"(Douglass, 1903) ",Sciuridae
"Atlantoxerus getulus (Linnaeus, 1758)",Atlantoxerus getulus,"(Linnaeus, 1758) ",Sciuridae
"Atlantoxerus rhodius de Bruijn et al., 1970",Atlantoxerus rhodius,"de Bruijn et al., 1970",Sciuridae
"Getuloxerus adroveri de Bruijn & Mein, 1968",Getuloxerus adroveri,"de Bruijn & Mein, 1968",Sciuridae
"Getuloxerus blacki (de Bruijn, 1967)",Getuloxerus blacki,"(de Bruijn, 1967) ",Sciuridae
"Belomys pearsonii (Gray, 1842)",Belomys pearsonii,"(Gray, 1842) ",Sciuridae
"Belomys trichotis Thomas, 1908",Belomys trichotis,"Thomas, 1908",Sciuridae
"Biswamoyopterus biswasi Saha, 1981",Biswamoyopterus biswasi,"Saha, 1981",Sciuridae
"Biswamoyopterus gaoligongensis Li, Li, Jackson, Li, Jiang, Zhao, Song & Jiang, 2019",Biswamoyopterus gaoligongensis,"Li, Li, Jackson, Li, Jiang, Zhao, Song & Jiang, 2019",Sciuridae
"Biswamoyopterus laoensis Sanamxay, Douangboubpha, Bumrungsri, Xayavong, Xayaphet, Satasook & Bates, 2013",Biswamoyopterus laoensis,"Sanamxay, Douangboubpha, Bumrungsri, Xayavong, Xayaphet, Satasook & Bates, 2013",Sciuridae
"Blackia ulmensis Werner, 1994",Blackia ulmensis,"Werner, 1994",Sciuridae
"Callosciurus adamsi (Kloss, 1921)",Callosciurus adamsi,"(Kloss, 1921) ",Sciuridae
"Callosciurus baluensis (Bonhote, 1901)",Callosciurus baluensis,"(Bonhote, 1901) ",Sciuridae
